АЛЕКСЕЕВА ВАЛЕНТИНА АЛЕКСАНДРОВНА;4913 699180;561832343 90;повышение температуры, одышка, слабость, кашель, головная боль;Терапевт;2025-03-13T16:00;биохимический анализ крови;2025-03-15T10:25;850;5112 2324 3933 5508
ПАВЛОВА ЕЛЕНА ВЛАДИМИРОВНА;3511 448437;093489463 18;нарушение движений, боль после травмы;Травматолог-ортопед;2025-05-11T17:00;рентген сустава, МРТ сустава;2025-05-13T10:05;8000;4986 2948 4737 4274
СОКОЛОВ МАКСИМ ВЛАДИМИРОВИЧ;8619 145741;696622716 49;боль в животе, припухлость;Хирург;2025-07-18T10:50;общий анализ крови;2025-07-20T11:50;850;4039 3343 9645 1569
КОЗЛОВ ИВАН ВЛАДИМИРОВИЧ;4919 969204;517269286 06;кровь в моче, боль в пояснице, частые позывы;Уролог;2025-10-26T13:10;УЗИ почек и мочевого пузыря, общий анализ мочи, бактериологический посев мочи;2025-10-27T11:20;3690;4306 4353 4939 6348
КОЗЛОВА ОЛЬГА ВЛАДИМИРОВНА;4520 498789;535671505 98;сердечно-сосудистые заболевания;Кардиолог-геронтолог;2025-01-20T12:30;ЭКГ, общий анализ крови;2025-01-23T11:40;2350;4306 4334 8611 9151
СОКОЛОВ ВАДИМ ИВАНОВИЧ;2825 585071;842875621 42;насморк, потеря аппетита;Педиатр;2025-03-07T16:25;общий анализ мочи, мазок из носа/горла;2025-03-10T11:25;1190;5112 2388 2198 1749
ТАРАСОВ ВАЛЕРИЙ АЛЕКСАНДРОВИЧ;4108 697649;484025252 75;одышка, слабость, боли после перенесенных заболеваний, ограничение движений;Реабилитолог;2025-01-22T12:20;консультация врача-реабилитолога, механотерапия на аппарате с электроприводом;2025-01-25T11:20;5200;5112 2375 6449 6232
АЛЕКСЕЕВА АННА ФЕДОРОВНА;4616 875712;912788292 41;боли в спине, слабость, онемение конечностей, головная боль;Невролог;2025-05-21T15:15;МРТ головного мозга;2025-05-22T12:20;7500;2200 5653 9480 8258
СЕМЕНОВА ОЛЬГА НИКОЛАЕВНА;4517 936845;761759001 20;выделения, боли внизу живота;Гинеколог;2025-09-28T11:30;общий анализ крови;2025-09-29T10:20;850;4306 4317 2589 9708
МОРОЗОВ АЛЕКСАНДР ПЕТРОВИЧ;7811 113582;034543696 55;слабость, хрипы, длительная лихорадка, кашель, одышка;Пульмонолог;2025-06-20T16:30;рентген грудной клетки;2025-06-23T11:35;1200;4306 4365 4831 4996
ИВАНОВА МАРИЯ СЕМЕНОВНА;7817 635444;984695869 16;боль в горле, снижение слуха;Оториноларинголог (ЛОР);2025-07-28T19:30;мазок из зева, аудиометрия;2025-07-29T10:45;2000;4306 4381 8381 3959
АЛЕКСЕЕВ ВЛАДИМИР АЛЕКСЕЕВИЧ;7817 632533;929376510 52;ухудшение зрения;Офтальмолог;2025-06-20T21:35;томография глаза, офтальмоскопия;2025-06-23T11:20;1000;5112 2359 3236 2657
ПАВЛОВА ЕЛЕНА ВАСИЛЬЕВНА;7812 217269;267550365 95;приступы потери сознания, судороги;Эпилептолог;2025-03-06T16:50;общий анализ крови;2025-03-09T10:45;850;2200 5681 8020 3620
КИСЕЛЕВА ВАЛЕНТИНА ВЛАДИМИРОВНА;5818 717972;332534788 70;повышение температуры, одышка, слабость;Терапевт;2025-06-24T12:30;общий анализ мочи;2025-06-26T09:30;290;5112 2349 1621 4366
ЗАХАРОВА ЮЛИЯ АЛЕКСАНДРОВНА;3510 209555;771533136 97;подбор терапии при эпилепсии, приступы потери сознания, судороги;Эпилептолог;2025-04-09T10:15;общий анализ крови;2025-04-11T11:55;850;5389 9426 9933 5324
СМИРНОВ ВЛАДИМИР ВАСИЛЬЕВИЧ;4025 140927;565428221 03;лихорадка, потеря аппетита, сыпь, насморк;Педиатр;2025-06-08T21:30;общий анализ крови, общий анализ мочи, биохимический анализ крови, мазок из носа/горла;2025-06-09T11:35;2890;4306 4334 8075 7713
БОРИСОВА ГАЛИНА АНАТОЛЬЕВНА;1707 529494;416658467 08;пороки развития у детей, планирование беременности;Генетик;2025-12-31T17:55;генетический анализ, общий анализ крови;2026-01-03T09:45;12850;5112 2333 9479 2126
ИВАНОВ АЛЕКСАНДР СЕРГЕЕВИЧ;8608 467002;979213267 52;нарушения менструации, боли внизу живота, зуд;Гинеколог;2025-04-06T10:55;общий анализ крови, УЗИ органов малого таза;2025-04-08T10:35;3150;5389 9478 7597 2216
ВАСИЛЬЕВ СЕРГЕЙ ЮРЬЕВИЧ;4519 195339;545222715 69;слабость, повышение температуры, кашель;Терапевт;2025-05-07T20:10;биохимический анализ крови, общий анализ мочи, рентген грудной клетки, общий анализ крови;2025-05-10T09:30;3190;5228 6016 1679 6397
ТИТОВА ЛЮБОВЬ АЛЕКСАНДРОВНА;6612 776080;627456350 09;боль в горле, заложенность носа;Оториноларинголог (ЛОР);2025-08-03T09:10;аудиометрия, мазок из зева;2025-08-05T09:05;2000;5211 9483 4586 2559
СМИРНОВА ОКСАНА АЛЕКСАНДРОВНА;4625 135245;904916792 31;слабость;Терапевт;2025-02-24T19:50;биохимический анализ крови, рентген грудной клетки, общий анализ крови, общий анализ мочи;2025-02-27T09:25;3190;4039 3385 5273 6081
СОЛОВЬЕВА ОЛЬГА ЕВГЕНЬЕВНА;8608 117095;704337938 92;припухлость;Хирург;2025-09-16T10:50;общий анализ крови;2025-09-17T12:45;850;5112 2336 6756 1526
ГУСЕВ ЛЕОНИД АЛЕКСАНДРОВИЧ;5815 560326;991037479 36;повышение температуры, головная боль, слабость, кашель, одышка;Терапевт;2025-11-06T12:25;рентген грудной клетки, общий анализ мочи, биохимический анализ крови, общий анализ крови;2025-11-07T09:55;3190;5228 6016 2874 5156
МЕДВЕДЕВ АЛЕКСЕЙ ИВАНОВИЧ;6618 804076;820125068 43;одышка, кашель, слабость, головная боль, повышение температуры;Терапевт;2025-03-28T15:40;рентген грудной клетки, общий анализ мочи, общий анализ крови, биохимический анализ крови;2025-03-30T11:45;3190;2200 4054 4166 6364
СМИРНОВ АЛЕКСЕЙ ДМИТРИЕВИЧ;5825 263203;835222293 87;выделения, зуд, нарушения менструации, боли внизу живота;Гинеколог;2025-10-21T11:10;общий анализ крови, УЗИ органов малого таза, мазок на флору;2025-10-24T09:10;3950;2200 4072 8717 3074
ЗАХАРОВ ДМИТРИЙ АЛЕКСАНДРОВИЧ;8609 665122;829367350 44;повышение температуры, слабость, одышка, кашель;Терапевт;2025-08-04T20:40;общий анализ крови, общий анализ мочи, биохимический анализ крови;2025-08-06T11:25;1990;4377 7339 6203 8891
КУЗНЕЦОВА ОЛЬГА ВАСИЛЬЕВНА;3525 657722;722839141 02;боли внизу живота, нарушения менструации, зуд;Гинеколог;2025-01-19T11:20;общий анализ крови, УЗИ органов малого таза, мазок на флору;2025-01-22T11:20;3950;2200 4036 3759 3838
РОМАНОВ ВИКТОР АНАТОЛЬЕВИЧ;5816 562336;958500865 46;синеватый оттенок кожи, шумы в сердце у ребенка, одышка при нагрузке, боли в груди;Детский кардиолог;2025-07-15T18:55;ЭКГ;2025-07-17T10:20;1500;2200 7048 7869 3068
КОМАРОВА ЛЮДМИЛА СТАНИСЛАВОВНА;2816 604496;124174877 54;бесплодие, нарушения эрекции;Андролог;2025-09-01T20:20;спермограмма;2025-09-04T12:30;1200;5112 2334 2702 1213
МАКСИМОВА ТАМАРА ВИКТОРОВНА;4012 325360;688017851 40;новообразования на коже, зуд, покраснение, сыпь, шелушение;Дерматолог;2025-11-13T11:10;соскоб кожи на грибки;2025-11-15T11:20;700;5112 2325 6242 1886
НИКОЛАЕВА ЛАРИСА ВЛАДИМИРОВНА;4623 715203;609783507 31;насморк, кашель, сыпь;Педиатр;2025-09-09T19:45;общий анализ крови, мазок из носа/горла, биохимический анализ крови, общий анализ мочи;2025-09-11T11:15;2890;5112 2387 1591 9775
ВОЛКОВ АНДРЕЙ АЛЕКСАНДРОВИЧ;4512 535597;875423062 21;высокое давление;Кардиолог;2025-07-14T16:30;ЭКГ;2025-07-16T11:30;1500;4039 3334 9346 6972
ПЕТРОВ ИГОРЬ НИКОЛАЕВИЧ;8615 889074;761044569 89;частые позывы, кровь в моче;Уролог;2025-02-12T17:40;бактериологический посев мочи;2025-02-15T12:20;900;5112 2383 7339 5362
СМИРНОВ АЛЕКСЕЙ ЮРЬЕВИЧ;2817 920738;025787835 95;боли внизу живота, выделения, зуд;Гинеколог;2025-05-01T18:50;общий анализ крови;2025-05-03T09:50;850;4377 7310 5620 9569
КУЛИКОВА ВАЛЕНТИНА ВЯЧЕСЛАВОВНА;3516 478383;912790634 16;слабость, повышение температуры, кашель;Терапевт;2025-06-24T13:05;биохимический анализ крови, рентген грудной клетки;2025-06-26T12:05;2050;2200 5671 4105 2974
НИКИТИНА МАРИЯ ИЛЬИНИЧНА;4518 911271;565037998 22;слабость;Терапевт;2025-09-04T15:30;общий анализ крови, общий анализ мочи, биохимический анализ крови, рентген грудной клетки;2025-09-07T09:35;3190;2202 2033 6991 2575
СМИРНОВА ВИКТОРИЯ АНТОНОВНА;4014 424187;167599363 39;кашель, головная боль, одышка, повышение температуры;Терапевт;2025-02-15T20:45;биохимический анализ крови, общий анализ крови, общий анализ мочи, рентген грудной клетки;2025-02-17T11:45;3190;2202 2038 5104 9578
ВАСИЛЬЕВ СЕРГЕЙ ВИКТОРОВИЧ;4013 351357;813256416 81;нарушение движений;Травматолог-ортопед;2025-07-03T14:45;рентген сустава, общий анализ крови;2025-07-05T12:55;2350;5389 9454 5222 2302
ЖУКОВА ВАЛЕНТИНА СЕРГЕЕВНА;3516 314230;497421444 17;длительная лихорадка;Пульмонолог;2025-11-17T18:15;общий анализ крови, рентген грудной клетки;2025-11-20T12:05;2050;5112 2326 1896 9066
ПЕТРОВ ИЛЬЯ ВЛАДИМИРОВИЧ;1717 230553;732346967 07;боль в суставах, нарушение движений;Травматолог-ортопед;2025-08-31T18:35;МРТ сустава;2025-09-02T10:45;6500;4306 4319 5111 1073
НИКОЛАЕВА ЛЮБОВЬ ЮРЬЕВНА;4020 932898;139929728 27;одышка, кашель;Терапевт;2025-09-09T10:15;рентген грудной клетки;2025-09-11T12:30;1200;4306 4378 6628 4720
СМИРНОВ ВАСИЛИЙ СЕРГЕЕВИЧ;5814 799415;231049255 25;отеки, нарушение движений, боль после травмы;Травматолог-ортопед;2025-10-12T12:30;рентген сустава, МРТ сустава, общий анализ крови;2025-10-15T09:35;8850;2200 4079 6947 4172
ЖУКОВА ЗИНАИДА АЛЕКСАНДРОВНА;4014 442846;875804438 51;необходимость проведения ФГДС, боль в животе, необходимость проведения колоноскопии, тошнота;Эндоскопист;2025-04-30T21:15;колоноскопия, ФГДС;2025-05-03T11:30;13000;4377 7334 7940 8427
АЛЕКСЕЕВ ДЕНИС ВЛАДИСЛАВОВИЧ;6620 867141;859524314 44;панические атаки, тревога;Психиатр;2025-10-27T13:30;психодиагностика;2025-10-29T10:30;5000;2200 7067 4186 7516
СМИРНОВ СЕРГЕЙ ЕГОРОВИЧ;6619 681216;473645527 13;нарушения менструации, боли внизу живота, зуд, выделения;Гинеколог;2025-01-28T21:55;УЗИ органов малого таза, общий анализ крови;2025-01-31T11:40;3150;2200 5651 6476 4287
МАКСИМОВ АЛЕКСАНДР АЛЕКСАНДРОВИЧ;4614 622489;515133819 55;боль в груди, отеки ног, высокое давление, аритмия, одышка;Кардиолог;2025-09-02T09:30;ЭКГ, эхокардиография;2025-09-04T09:40;6000;4377 7364 3834 5066
ГУСЕВА АНТОНИНА ДМИТРИЕВНА;1708 112343;984499875 18;припухлость, кровотечение, высокая температура;Хирург;2025-09-15T18:25;общий анализ крови, УЗИ органов брюшной полости, биохимический анализ крови;2025-09-17T12:30;4200;2200 5625 5757 7754
БАРАНОВ ИВАН АЛЕКСАНДРОВИЧ;6612 273369;244297353 84;выделения, зуд, боли внизу живота, нарушения менструации;Гинеколог;2025-04-08T11:45;общий анализ крови, УЗИ органов малого таза, мазок на флору;2025-04-09T10:55;3950;2202 2079 5387 2258
ВОЛКОВ МАКСИМ ЮРЬЕВИЧ;8608 505632;494205368 96;шелушение;Дерматолог;2025-05-14T10:05;соскоб кожи на грибки;2025-05-16T11:45;700;2200 7033 3980 8349
СОРОКИНА НАТАЛЬЯ ИВАНОВНА;4920 290882;320025574 05;сердечно-сосудистые заболевания у пациентов старшего возраста, сердечно-сосудистые заболевания;Кардиолог-геронтолог;2025-03-20T09:15;ЭКГ, общий анализ крови;2025-03-22T09:30;2350;2200 5675 9504 7170
НИКИТИН АЛЕКСАНДР ВАСИЛЬЕВИЧ;5820 130853;903995193 43;боль, ощущение песка, ухудшение зрения, покраснение глаз;Офтальмолог;2025-10-03T16:55;томография глаза, офтальмоскопия;2025-10-06T11:55;1000;2200 4086 3970 9316
ЖУРАВЛЕВА МАРИНА ИВАНОВНА;6623 923498;214502562 20;высокая температура, припухлость, боль в животе;Хирург;2025-08-27T20:00;биохимический анализ крови, общий анализ крови, УЗИ органов брюшной полости;2025-08-29T10:40;4200;2200 4022 5606 4480
СМИРНОВА АННА НИКОЛАЕВНА;1716 592673;674560323 12;снижение либидо, нарушения половой функции, боли;Сексолог;2025-01-23T17:25;психодиагностика;2025-01-26T12:25;5000;2202 2061 4657 8995
ОРЛОВА ЕЛЕНА АНАТОЛЬЕВНА;4915 437300;287403702 89;насморк, кашель;Педиатр;2025-06-19T20:20;общий анализ мочи, общий анализ крови, биохимический анализ крови;2025-06-21T10:15;1990;5211 9422 1513 2477
ЕГОРОВ СТЕПАН ВАСИЛЬЕВИЧ;1719 917320;726151243 72;головокружение, онемение конечностей;Невролог;2025-09-30T14:15;МРТ головного мозга;2025-10-02T10:50;7500;2202 2085 3706 7298
ВОЛКОВА ОЛЬГА АНАТОЛЬЕВНА;5823 325618;570027708 67;вздутие;Гастроэнтеролог;2025-07-22T09:40;ФГДС;2025-07-24T10:10;5500;4986 2982 5001 9918
ЖУРАВЛЕВ АЛЕКСАНДР ИВАНОВИЧ;5811 278858;139868934 41;диабетическая стопа, мозоли, вросший ноготь, грибковые заболевания ногтей;Подолог;2025-01-05T21:55;соскоб кожи;2025-01-07T11:35;700;4039 3337 9461 8996
ЖУКОВА ЮЛИЯ АНДРЕЕВНА;8610 295185;979187021 77;боль в суставах, боль после травмы, отеки, деформации;Травматолог-ортопед;2025-11-12T15:05;рентген сустава, общий анализ крови;2025-11-13T10:40;2350;5112 2361 5336 2409
СМИРНОВ ВАДИМ АНАТОЛЬЕВИЧ;4016 860405;619574900 31;головокружение, слабость;Невролог;2025-10-11T18:50;МРТ головного мозга;2025-10-12T12:10;7500;4986 2955 7864 5577
СЕРГЕЕВ АНАТОЛИЙ ИВАНОВИЧ;4125 415381;815192429 98;шелушение, сыпь, новообразования на коже;Дерматолог;2025-05-01T17:45;соскоб кожи на грибки;2025-05-04T09:45;700;4039 3399 6303 5501
СОЛОВЬЕВА ЕЛЕНА ГЕННАДЬЕВНА;6609 684182;702502183 36;психологические проблемы, нарушения половой функции;Сексолог;2025-08-02T10:25;психодиагностика;2025-08-03T11:40;5000;5211 9481 5488 6144
РОМАНОВ ИГОРЬ НИКОЛАЕВИЧ;4623 561240;398515364 33;головокружение;Оториноларинголог (ЛОР);2025-09-04T21:55;аудиометрия, мазок из зева;2025-09-07T09:55;2000;2200 5614 6785 1762
СМИРНОВ ВЛАДИМИР ВАСИЛЬЕВИЧ;4025 140927;565428221 03;тревога, депрессия, нарушения сна, проблемы в отношениях, стресс;Психотерапевт;2025-06-26T21:25;психодиагностика;2025-06-28T12:30;5000;2200 5631 6154 7591
ЖУКОВА ТАТЬЯНА ДМИТРИЕВНА;3522 288723;680679772 60;слабость, головная боль, повышение температуры;Терапевт;2025-01-02T10:20;биохимический анализ крови, общий анализ мочи, общий анализ крови, рентген грудной клетки;2025-01-04T10:00;3190;4306 4328 6495 6090
ПЕТРОВ НИКОЛАЙ АЛЕКСАНДРОВИЧ;7824 178469;775378966 82;боль в пояснице, кровь в моче, частые позывы;Уролог;2025-07-15T09:45;бактериологический посев мочи;2025-07-16T10:05;900;5112 2347 8645 2400
ФРОЛОВА АЛЕКСАНДРА ВИТАЛЬЕВНА;6621 840770;992663186 68;кашель, повышение температуры, слабость, головная боль;Терапевт;2025-03-04T20:00;общий анализ мочи, биохимический анализ крови, рентген грудной клетки, общий анализ крови;2025-03-05T11:20;3190;4377 7359 7295 7288
НОВИКОВА ГАЛИНА АЛЕКСАНДРОВНА;4516 279575;525699622 35;выделения, боли внизу живота, нарушения менструации, зуд;Гинеколог;2025-06-24T11:10;общий анализ крови, мазок на флору, УЗИ органов малого таза;2025-06-25T10:30;3950;2200 4028 2782 3095
ПАВЛОВА НАТАЛЬЯ ИВАНОВНА;4122 753144;146694012 83;выделения из сосков, боль в груди;Маммолог;2025-06-01T15:25;маммография;2025-06-04T09:10;3500;2200 5633 3498 5895
ЗАХАРОВА СВЕТЛАНА АЛЕКСАНДРОВНА;4110 870089;911713637 85;снижение веса, необычные уплотнения, родинки;Онколог;2025-09-20T18:50;онкомаркеры;2025-09-23T10:25;2400;5211 9455 9645 5764
ПОЛЯКОВА ТАТЬЯНА ВЛАДИМИРОВНА;4523 445993;217656563 89;воспаление десен;Стоматолог-хирург;2025-02-14T18:35;рентген зубов, биохимический анализ крови;2025-02-17T11:05;1550;5389 9476 7908 8168
РОМАНОВ АНДРЕЙ ЮРЬЕВИЧ;4107 702195;018584053 62;уплотнения, выделения из сосков, боль в груди;Маммолог;2025-01-15T15:45;маммография;2025-01-17T09:45;3500;4306 4312 6135 6906
ИВАНОВ МИХАИЛ СЕРГЕЕВИЧ;2812 164412;989157861 01;зубная боль, отек, воспаление десен;Стоматолог-хирург;2025-12-20T15:35;биохимический анализ крови, рентген зубов;2025-12-22T10:25;1550;2200 7064 8408 3923
БОРИСОВ АНДРЕЙ КОНСТАНТИНОВИЧ;4909 374147;598349501 61;кашель, головная боль, повышение температуры, одышка, слабость;Терапевт;2025-01-28T10:35;биохимический анализ крови, рентген грудной клетки, общий анализ мочи, общий анализ крови;2025-01-29T11:35;3190;5112 2399 5406 6714
ЖУКОВА ТАТЬЯНА ДМИТРИЕВНА;3522 288723;680679772 60;кровь в стуле, зуд, запоры;Проктолог;2025-10-03T19:55;анализ кала на скрытую кровь;2025-10-06T11:55;600;4306 4329 7532 2315
АНДРЕЕВА СВЕТЛАНА ИВАНОВНА;4616 444988;069750603 98;частые позывы, кровь в моче, боль в пояснице;Уролог;2025-09-12T14:45;общий анализ мочи, УЗИ почек и мочевого пузыря, бактериологический посев мочи;2025-09-14T10:30;3690;4986 2958 3828 3753
ПОЛЯКОВ АЛЕКСАНДР ВАСИЛЬЕВИЧ;7816 467778;505091034 38;повышение температуры;Терапевт;2025-07-29T19:15;рентген грудной клетки, общий анализ крови;2025-07-31T12:00;2050;2202 2077 2125 3965
СОКОЛОВА ЕЛЕНА НИКОЛАЕВНА;2815 524921;517588215 15;кровохарканье, слабость, потеря веса, ночная потливость, длительный кашель;Фтизиатр;2025-03-13T09:50;рентген грудной клетки;2025-03-15T09:15;1200;5389 9472 2400 1606
ОРЛОВА МАРИЯ ФЕДОРОВНА;4118 306258;412436307 36;проблемы с алкоголем, абстиненция;Нарколог;2025-12-22T09:10;общий анализ крови;2025-12-25T11:45;850;2200 7011 4648 9977
СМИРНОВА ОЛЬГА ПЕТРОВНА;2810 693680;077967405 32;варикозные узлы, отеки;Сосудистый хирург (флеболог);2025-12-12T20:05;УЗДГ вен нижних конечностей;2025-12-14T10:50;3500;5211 9455 4020 9277
ИВАНОВА ТАТЬЯНА НИКОЛАЕВНА;4109 414081;300213359 84;проведение ультразвуковых исследований;Врач УЗИ-диагностики;2025-02-05T20:55;УЗИ;2025-02-07T12:00;2500;2200 4082 5635 6398
БЕЛОВА ОЛЬГА ВАСИЛЬЕВНА;2816 357490;116732069 44;потеря аппетита, лихорадка, сыпь, насморк, кашель;Педиатр;2025-06-07T18:25;биохимический анализ крови, общий анализ крови;2025-06-10T12:50;1700;4377 7361 9069 9584
СОЛОВЬЕВА ОЛЬГА ЕВГЕНЬЕВНА;8608 117095;704337938 92;слабость, головная боль, повышение температуры, одышка, кашель;Терапевт;2025-10-29T14:00;общий анализ крови, общий анализ мочи, рентген грудной клетки, биохимический анализ крови;2025-11-01T12:10;3190;2200 5688 6722 1946
СЕРГЕЕВА ЮЛИЯ ВЛАДИМИРОВНА;4524 724014;169268799 40;слабость, анемия, увеличение лимфоузлов, синяки;Гематолог;2025-05-22T11:50;коагулограмма;2025-05-24T10:40;800;2200 7076 3258 2444
МОРОЗОВА ТАТЬЯНА ВЯЧЕСЛАВОВНА;4522 570538;388102564 91;насморк, потеря аппетита, кашель, лихорадка;Педиатр;2025-05-16T10:05;биохимический анализ крови, мазок из носа/горла, общий анализ крови, общий анализ мочи;2025-05-18T12:05;2890;5228 6027 1384 3694
НОВИКОВ СЕРГЕЙ АНДРЕЕВИЧ;5813 391005;923106580 78;заложенность носа, головокружение, боль в горле, снижение слуха;Оториноларинголог (ЛОР);2025-08-20T10:30;аудиометрия;2025-08-21T12:00;1200;2202 2055 7897 8861
СМИРНОВ АЛЕКСЕЙ ДМИТРИЕВИЧ;5825 263203;835222293 87;боль в суставах, боль после травмы, отеки, нарушение движений;Травматолог-ортопед;2025-09-19T16:30;МРТ сустава;2025-09-20T11:10;6500;4986 2989 2372 9310
НИКОЛАЕВ ПАВЕЛ ЮРЬЕВИЧ;4616 918035;027238104 30;слабость, головная боль, кашель, одышка;Терапевт;2025-01-15T17:35;рентген грудной клетки, общий анализ мочи;2025-01-17T11:10;1490;4306 4362 1700 3487
РОМАНОВА ВАЛЕНТИНА ТИМОФЕЕВНА;2817 773351;833148877 18;избыток веса у детей, проблемы с половым созреванием;Детский эндокринолог;2025-07-30T09:15;анализ гормонов щитовидной железы;2025-08-01T12:50;1500;2200 4096 5302 6904
РОМАНОВ ВЛАДИМИР ВЛАДИМИРОВИЧ;6624 569750;766811716 37;кашель, слабость, одышка, головная боль, повышение температуры;Терапевт;2025-03-26T21:35;рентген грудной клетки, общий анализ крови, биохимический анализ крови, общий анализ мочи;2025-03-28T09:35;3190;2200 5666 2671 2436
НИКОЛАЕВА ИРИНА ПАВЛОВНА;4509 719104;798902114 60;деформации, отеки;Травматолог-ортопед;2025-08-29T11:35;общий анализ крови, МРТ сустава, рентген сустава;2025-08-31T12:55;8850;5112 2358 5151 5545
СЕРГЕЕВА ЛИДИЯ ИВАНОВНА;8618 608380;261173859 68;головная боль, слабость, головокружение;Невролог;2025-01-14T13:45;МРТ головного мозга;2025-01-17T10:45;7500;2200 5629 2465 4242
КОРОЛЕВА СВЕТЛАНА МИХАЙЛОВНА;3509 622495;622321401 28;синяки;Гематолог;2025-05-27T13:10;коагулограмма;2025-05-28T11:55;800;5389 9497 4827 6230
МОРОЗОВ СЕРГЕЙ ЛЬВОВИЧ;2824 876571;343635289 81;боль в животе, высокая температура, припухлость;Хирург;2025-08-03T20:35;общий анализ крови, УЗИ органов брюшной полости, биохимический анализ крови;2025-08-06T11:20;4200;4986 2929 6629 9765
ВОЛКОВ ИГОРЬ АНАТОЛЬЕВИЧ;4613 201835;890130201 71;боли внизу живота, выделения, нарушения менструации, зуд;Гинеколог;2025-01-07T18:35;УЗИ органов малого таза, общий анализ крови, мазок на флору;2025-01-09T12:10;3950;4986 2976 9964 4876
СЕРГЕЕВ АЛЕКСАНДР ПАВЛОВИЧ;1722 522436;203812349 25;отеки ног, высокое давление;Кардиолог;2025-12-08T11:45;эхокардиография, ЭКГ;2025-12-09T12:55;6000;5112 2364 9654 9382
КУЗЬМИНА ТАТЬЯНА ИВАНОВНА;5824 760939;099446747 37;насморк;Педиатр;2025-01-10T19:05;общий анализ мочи, общий анализ крови, мазок из носа/горла, биохимический анализ крови;2025-01-13T09:30;2890;4306 4333 9360 8969
КОЗЛОВА АННА ОЛЕГОВНА;7815 656736;881793069 61;слабость, головная боль, одышка, повышение температуры;Терапевт;2025-01-11T12:55;биохимический анализ крови, общий анализ мочи, рентген грудной клетки;2025-01-13T10:05;2340;4986 2927 9338 3427
ИВАНОВА НАТАЛИЯ ИГОРЕВНА;4521 128373;406637080 72;покраснение глаз;Офтальмолог;2025-05-21T20:30;томография глаза, офтальмоскопия;2025-05-22T09:30;1000;4986 2927 9360 1800
ВОРОБЬЕВА ТАМАРА ВИКТОРОВНА;4918 958581;926978445 83;слабость, головная боль, кашель, одышка, повышение температуры;Терапевт;2025-01-17T09:45;биохимический анализ крови, рентген грудной клетки, общий анализ крови;2025-01-20T09:50;2900;5389 9491 4753 9440
КУЗНЕЦОВ АНТОН ВЛАДИМИРОВИЧ;1721 774637;686482319 50;потеря веса, ночная потливость, длительный кашель, кровохарканье;Фтизиатр;2025-02-13T18:05;рентген грудной клетки, общий анализ крови;2025-02-15T09:40;2050;2200 5638 6095 9549
СМИРНОВ АРТЕМ ВЛАДИМИРОВИЧ;1719 406581;124021295 96;слезотечение, ухудшение зрения, боль, ощущение песка, покраснение глаз;Офтальмолог;2025-07-04T11:50;томография глаза;2025-07-05T09:20;400;5211 9445 3165 3315
КУЛИКОВА ВАЛЕНТИНА ВЯЧЕСЛАВОВНА;3516 478383;912790634 16;боль в суставах, отеки;Травматолог-ортопед;2025-03-26T19:40;общий анализ крови;2025-03-29T09:35;850;4306 4352 8878 9542
ПАВЛОВ ИГОРЬ СЕРГЕЕВИЧ;7818 976770;724588139 25;сердечно-сосудистые заболевания у пациентов старшего возраста, сердечно-сосудистые заболевания;Кардиолог-геронтолог;2025-07-30T20:10;ЭКГ;2025-08-01T12:05;1500;5389 9432 7410 9204
КУЗЬМИНА ЕВГЕНИЯ АЛЕКСЕЕВНА;4616 283277;277981002 21;повышение температуры, одышка, головная боль, кашель;Терапевт;2025-12-30T18:00;общий анализ мочи;2026-01-02T09:05;290;2202 2013 3626 7532
НИКОЛАЕВА ЛАРИСА ВЛАДИМИРОВНА;4623 715203;609783507 31;кровотечение, высокая температура, боль в животе;Хирург;2025-10-27T10:10;УЗИ органов брюшной полости;2025-10-28T09:05;2500;2202 2014 5280 7233
СОКОЛОВА АННА АЛЕКСАНДРОВНА;4021 502533;429280846 03;зуд, нарушения менструации, боли внизу живота;Гинеколог;2025-05-08T13:45;УЗИ органов малого таза, общий анализ крови;2025-05-10T11:25;3150;5211 9446 7988 4973
КУЗНЕЦОВА ТАТЬЯНА ГРИГОРЬЕВНА;4610 141793;765692625 60;боль при мочеиспускании;Уролог;2025-07-27T19:25;УЗИ почек и мочевого пузыря, бактериологический посев мочи, общий анализ мочи;2025-07-29T10:15;3690;5228 6097 7554 6901
МИХАЙЛОВ ГЕННАДИЙ ПЕТРОВИЧ;1712 552820;956256290 46;необычные уплотнения, длительные боли;Онколог;2025-12-25T10:50;общий анализ крови, онкомаркеры, биохимический анализ крови;2025-12-27T09:50;4100;2200 5642 1284 4836
ПЕТРОВ ИГОРЬ НИКОЛАЕВИЧ;8615 889074;761044569 89;потливость, набор веса, частое мочеиспускание, слабость, жажда;Эндокринолог;2025-04-26T11:40;глюкоза крови;2025-04-28T11:25;260;5389 9496 3800 6297
ЖУРАВЛЕВА ЛЮДМИЛА АЛЕКСЕЕВНА;4925 898822;184861803 08;тревога;Психотерапевт;2025-12-12T18:30;психодиагностика;2025-12-14T09:20;5000;2202 2035 8917 9539
СТЕПАНОВ СЕРГЕЙ АНАТОЛЬЕВИЧ;4009 855209;633239405 78;нарушения менструации, выделения, боли внизу живота;Гинеколог;2025-07-10T16:30;мазок на флору, общий анализ крови, УЗИ органов малого таза;2025-07-12T10:30;3950;5228 6065 5737 2354
